timestamp,store_id,sku_id,predicted_demand,on_shelf_units,planogram_capacity_units,forecast_hour_offset
2026-01-14 14:00:00,ST_JEDDAH_MALL_01,SKU_402,5.0,89,89,43
2026-01-14 14:00:00,ST_JEDDAH_MALL_01,SKU_501,5.0,11,75,43
2026-01-14 14:00:00,ST_JEDDAH_MALL_01,SKU_502,1.0,0,98,43
2026-01-14 14:00:00,ST_JEDDAH_MALL_01,SKU_503,1.0,-3,103,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_101,4.0,83,123,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_102,1.0,0,123,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_103,3.0,96,139,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_201,7.0,46,93,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_202,5.0,76,83,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_301,5.0,51,75,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_302,5.0,15,53,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_303,1.0,-6,63,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_304,4.0,6,46,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_305,1.0,-2,57,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_306,1.0,-4,57,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_401,6.0,54,114,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_402,1.0,-13,93,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_501,4.0,36,98,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_502,5.0,109,109,43
2026-01-14 14:00:00,ST_RIYADH_MALL_01,SKU_503,1.0,-18,68,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_101,3.0,98,121,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_102,5.0,82,84,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_201,4.0,10,91,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_202,5.0,105,113,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_302,1.0,-1,65,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_303,1.0,0,73,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_304,5.0,15,86,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_305,5.0,76,76,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_306,6.0,70,80,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_401,1.0,-4,77,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_402,6.0,61,61,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_501,5.0,64,90,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_502,1.0,-1,65,43
2026-01-14 14:00:00,ST_RIYADH_STREET_01,SKU_503,3.0,47,60,43
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_101,4.0,58,126,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_102,4.0,37,99,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_103,4.0,9,112,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_201,1.0,-4,89,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_202,7.0,9,93,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_301,1.0,-1,71,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_302,5.0,49,49,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_303,1.0,0,71,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_304,4.0,69,69,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_305,5.0,65,65,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_306,3.0,6,40,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_401,1.0,0,117,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_402,1.0,0,78,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_501,1.0,0,99,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_502,5.0,49,91,44
2026-01-16 09:00:00,ST_DUBAI_HYPER_01,SKU_503,1.0,-15,108,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_101,1.0,0,97,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_102,7.0,51,113,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_103,5.0,88,88,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_201,4.0,137,137,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_202,7.0,52,114,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_301,6.0,88,88,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_302,7.0,14,72,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_303,1.0,-3,42,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_304,4.0,31,73,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_305,1.0,0,61,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_306,6.0,42,78,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_401,1.0,0,109,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_402,5.0,89,89,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_501,5.0,11,75,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_502,1.0,0,98,44
2026-01-16 09:00:00,ST_JEDDAH_MALL_01,SKU_503,1.0,-3,103,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_101,5.0,83,123,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_102,1.0,0,123,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_103,4.0,96,139,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_201,6.0,46,93,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_202,5.0,76,83,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_301,4.0,51,75,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_302,4.0,15,53,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_303,1.0,-6,63,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_304,3.0,6,46,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_305,1.0,-2,57,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_306,1.0,-4,57,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_401,6.0,54,114,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_402,1.0,-13,93,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_501,4.0,36,98,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_502,5.0,109,109,44
2026-01-16 09:00:00,ST_RIYADH_MALL_01,SKU_503,1.0,-18,68,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_101,2.0,98,121,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_102,5.0,82,84,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_201,4.0,10,91,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_202,5.0,105,113,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_302,1.0,-1,65,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_303,1.0,0,73,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_304,5.0,15,86,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_305,5.0,76,76,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_306,5.0,70,80,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_401,1.0,-4,77,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_402,5.0,61,61,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_501,5.0,64,90,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_502,1.0,-1,65,44
2026-01-16 09:00:00,ST_RIYADH_STREET_01,SKU_503,1.0,47,60,44
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_101,4.0,58,126,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_102,4.0,37,99,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_103,4.0,9,112,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_201,1.0,-4,89,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_202,7.0,9,93,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_301,1.0,-1,71,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_302,4.0,49,49,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_303,1.0,0,71,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_304,4.0,69,69,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_305,4.0,65,65,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_306,2.0,6,40,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_401,1.0,0,117,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_402,1.0,0,78,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_501,1.0,0,99,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_502,4.0,49,91,45
2026-01-18 05:00:00,ST_DUBAI_HYPER_01,SKU_503,1.0,-15,108,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_101,1.0,0,97,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_102,6.0,51,113,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_103,4.0,88,88,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_201,4.0,137,137,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_202,6.0,52,114,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_301,6.0,88,88,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_302,5.0,14,72,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_303,1.0,-3,42,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_304,3.0,31,73,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_305,1.0,0,61,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_306,5.0,42,78,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_401,1.0,0,109,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_402,5.0,89,89,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_501,4.0,11,75,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_502,1.0,0,98,45
2026-01-18 05:00:00,ST_JEDDAH_MALL_01,SKU_503,1.0,-3,103,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_101,5.0,83,123,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_102,1.0,0,123,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_103,4.0,96,139,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_201,5.0,46,93,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_202,5.0,76,83,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_301,3.0,51,75,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_302,3.0,15,53,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_303,1.0,-6,63,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_304,2.0,6,46,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_305,1.0,-2,57,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_306,1.0,-4,57,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_401,5.0,54,114,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_402,1.0,-13,93,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_501,4.0,36,98,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_502,4.0,109,109,45
2026-01-18 05:00:00,ST_RIYADH_MALL_01,SKU_503,1.0,-18,68,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_101,2.0,98,121,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_102,5.0,82,84,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_201,4.0,10,91,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_202,5.0,105,113,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_302,1.0,-1,65,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_303,1.0,0,73,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_304,5.0,15,86,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_305,4.0,76,76,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_306,5.0,70,80,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_401,1.0,-4,77,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_402,4.0,61,61,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_501,5.0,64,90,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_502,1.0,-1,65,45
2026-01-18 05:00:00,ST_RIYADH_STREET_01,SKU_503,1.0,47,60,45
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_101,3.0,58,126,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_102,3.0,37,99,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_103,3.0,9,112,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_201,1.0,-4,89,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_202,6.0,9,93,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_301,1.0,-1,71,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_302,3.0,49,49,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_303,1.0,0,71,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_304,2.0,69,69,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_305,3.0,65,65,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_306,1.0,6,40,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_401,1.0,0,117,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_402,1.0,0,78,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_501,1.0,0,99,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_502,3.0,49,91,46
2026-01-20 02:00:00,ST_DUBAI_HYPER_01,SKU_503,1.0,-15,108,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_101,1.0,0,97,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_102,5.0,51,113,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_103,3.0,88,88,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_201,3.0,137,137,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_202,5.0,52,114,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_301,5.0,88,88,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_302,5.0,14,72,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_303,1.0,-3,42,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_304,2.0,31,73,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_305,1.0,0,61,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_306,4.0,42,78,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_401,1.0,0,109,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_402,3.0,89,89,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_501,3.0,11,75,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_502,1.0,0,98,46
2026-01-20 02:00:00,ST_JEDDAH_MALL_01,SKU_503,1.0,-3,103,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_101,4.0,83,123,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_102,1.0,0,123,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_103,3.0,96,139,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_201,4.0,46,93,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_202,4.0,76,83,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_301,1.0,51,75,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_302,2.0,15,53,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_303,1.0,-6,63,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_304,1.0,6,46,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_305,1.0,-2,57,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_306,1.0,-4,57,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_401,5.0,54,114,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_402,1.0,-13,93,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_501,3.0,36,98,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_502,3.0,109,109,46
2026-01-20 02:00:00,ST_RIYADH_MALL_01,SKU_503,1.0,-18,68,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_101,2.0,98,121,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_102,3.0,82,84,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_201,3.0,10,91,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_202,3.0,105,113,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_302,1.0,-1,65,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_303,1.0,0,73,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_304,3.0,15,86,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_305,3.0,76,76,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_306,3.0,70,80,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_401,1.0,-4,77,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_402,3.0,61,61,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_501,3.0,64,90,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_502,1.0,-1,65,46
2026-01-20 02:00:00,ST_RIYADH_STREET_01,SKU_503,1.0,47,60,46
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_101,4.0,58,126,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_102,3.0,37,99,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_103,4.0,9,112,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_201,1.0,-4,89,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_202,6.0,9,93,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_301,1.0,-1,71,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_302,4.0,49,49,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_303,1.0,0,71,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_304,3.0,69,69,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_305,4.0,65,65,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_306,1.0,6,40,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_401,1.0,0,117,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_402,1.0,0,78,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_501,1.0,0,99,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_502,4.0,49,91,47
2026-01-22 00:00:00,ST_DUBAI_HYPER_01,SKU_503,1.0,-15,108,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_101,1.0,0,97,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_102,6.0,51,113,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_103,4.0,88,88,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_201,4.0,137,137,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_202,6.0,52,114,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_301,6.0,88,88,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_302,5.0,14,72,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_303,1.0,-3,42,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_304,2.0,31,73,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_305,1.0,0,61,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_306,4.0,42,78,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_401,1.0,0,109,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_402,4.0,89,89,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_501,4.0,11,75,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_502,1.0,0,98,47
2026-01-22 00:00:00,ST_JEDDAH_MALL_01,SKU_503,1.0,-3,103,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_101,5.0,83,123,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_102,1.0,0,123,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_103,4.0,96,139,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_201,5.0,46,93,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_202,4.0,76,83,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_301,2.0,51,75,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_302,3.0,15,53,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_303,1.0,-6,63,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_304,2.0,6,46,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_305,1.0,-2,57,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_306,1.0,-4,57,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_401,5.0,54,114,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_402,1.0,-13,93,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_501,4.0,36,98,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_502,4.0,109,109,47
2026-01-22 00:00:00,ST_RIYADH_MALL_01,SKU_503,1.0,-18,68,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_101,2.0,98,121,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_102,4.0,82,84,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_201,4.0,10,91,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_202,4.0,105,113,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_302,1.0,-1,65,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_303,1.0,0,73,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_304,4.0,15,86,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_305,4.0,76,76,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_306,4.0,70,80,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_401,1.0,-4,77,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_402,4.0,61,61,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_501,4.0,64,90,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_502,1.0,-1,65,47
2026-01-22 00:00:00,ST_RIYADH_STREET_01,SKU_503,1.0,47,60,47
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_101,2.0,58,126,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_102,3.0,37,99,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_103,3.0,9,112,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_201,1.0,-4,89,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_202,5.0,9,93,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_301,1.0,-1,71,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_302,5.0,49,49,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_303,1.0,0,71,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_304,4.0,69,69,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_305,5.0,65,65,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_306,4.0,6,40,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_401,1.0,0,117,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_402,1.0,0,78,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_501,1.0,0,99,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_502,4.0,49,91,48
2026-01-23 23:00:00,ST_DUBAI_HYPER_01,SKU_503,1.0,-15,108,48
2026-01-23 23:00:00,ST_JEDDAH_MALL_01,SKU_101,1.0,0,97,48
2026-01-23 23:00:00,ST_JEDDAH_MALL_01,SKU_102,5.0,51,113,48
2026-01-23 23:00:00,ST_JEDDAH_MALL_01,SKU_103,4.0,88,88,48
2026-01-23 23:00:00,ST_JEDDAH_MALL_01,SKU_201,2.0,137,137,48
